16499.000000	20330.000000
9737.000000	15131.000000
8091.000000	18428.000000
4047.000000	28489.000000
18644.000000	1535.000000
31560.000000	18964.000000
12610.000000	21059.000000
24280.000000	15714.000000
7056.000000	9576.000000
29853.000000	15234.000000
1505.000000	24040.000000
14336.000000	15703.000000
13322.000000	5976.000000
24970.000000	29625.000000
10750.000000	1770.000000
21754.000000	10264.000000
10889.000000	311.000000
13716.000000	4194.000000
3650.000000	3387.000000
5307.000000	6695.000000
1723.000000	10401.000000
28354.000000	28924.000000
8698.000000	8513.000000
27136.000000	17437.000000
8749.000000	10216.000000
3106.000000	3926.000000
32153.000000	87.000000
22981.000000	27427.000000
6868.000000	29326.000000
5189.000000	10262.000000
7476.000000	24906.000000
2511.000000	14713.000000
21895.000000	10700.000000
11198.000000	13109.000000
11012.000000	12508.000000
24356.000000	24306.000000
4226.000000	16654.000000
15270.000000	11392.000000
23016.000000	7748.000000
11406.000000	373.000000
1509.000000	29300.000000
10267.000000	11288.000000
20449.000000	30635.000000
28955.000000	32126.000000
7731.000000	850.000000
5820.000000	20211.000000
8340.000000	22193.000000
9888.000000	30364.000000
13011.000000	22705.000000
17711.000000	28506.000000
22475.000000	7398.000000
8241.000000	14320.000000
24723.000000	23500.000000
28572.000000	11625.000000
5108.000000	16465.000000
30890.000000	25780.000000
27168.000000	11924.000000
18223.000000	18322.000000
12448.000000	26605.000000
4394.000000	30898.000000
10895.000000	12333.000000
30874.000000	17177.000000
262.000000	22567.000000
8083.000000	6344.000000
6103.000000	20847.000000
17040.000000	25753.000000
6782.000000	12129.000000
19723.000000	13163.000000
21844.000000	14693.000000
7243.000000	30846.000000
12038.000000	29298.000000
25726.000000	28960.000000
22086.000000	14801.000000
27655.000000	27530.000000
30656.000000	26916.000000
4377.000000	29957.000000
4176.000000	5030.000000
19845.000000	13137.000000
12146.000000	19124.000000
11472.000000	27974.000000
15866.000000	2957.000000
26761.000000	1724.000000
7429.000000	14934.000000
7897.000000	29609.000000
12591.000000	20065.000000
22364.000000	26249.000000
11782.000000	5038.000000
18991.000000	15875.000000
13759.000000	9650.000000
7499.000000	30153.000000
8488.000000	1880.000000
3089.000000	7872.000000
990.000000	31814.000000
11557.000000	8801.000000
16576.000000	1889.000000
19072.000000	21855.000000
17059.000000	12947.000000
32705.000000	7561.000000
11592.000000	972.000000
4804.000000	12019.000000
6795.000000	17222.000000
14966.000000	9296.000000
14300.000000	30478.000000
18408.000000	30371.000000
22515.000000	14272.000000
26018.000000	6167.000000
19648.000000	17041.000000
24889.000000	13866.000000
7585.000000	27795.000000
13092.000000	26385.000000
28120.000000	23349.000000
14539.000000	18008.000000
10044.000000	9737.000000
21729.000000	17610.000000
15662.000000	17867.000000
27124.000000	12176.000000
7119.000000	29854.000000
25410.000000	12957.000000
6001.000000	25496.000000
16335.000000	23113.000000
28747.000000	27009.000000
